"TOWNCODE","TOWNNAME","RoadList","IntersectionList","IntersectionRoadName","Geometry"
"10014020","成功鎮","有恆路","光復路","10014020 有恆路與光復路交叉口","POINT (121.38119707928183 23.099658130618309)"
"10014020","成功鎮","民富路","五權路","10014020 民富路與五權路交叉口","POINT (121.38229578192488 23.099747232748655)"
"10014020","成功鎮","民富路","光復路","10014020 民富路與光復路交叉口","POINT (121.38130260213347 23.09938765861358)"
"10014020","成功鎮","太平路52巷","民豐街","10014020 太平路52巷與民豐街交叉口","POINT (121.38265664658707 23.104343316990537)"
"10014020","成功鎮","民豐街","大勇街","10014020 民豐街與大勇街交叉口","POINT (121.38289952469336 23.103953205476103)"
"10014020","成功鎮","民豐街","中山東路","10014020 民豐街與中山東路交叉口","POINT (121.38391202462026 23.101776177928343)"
"10014020","成功鎮","民豐街","太平路52巷","10014020 民豐街與太平路52巷交叉口","POINT (121.38265664658707 23.104343316990537)"
"10014020","成功鎮","民豐街","民生路","10014020 民豐街與民生路交叉口","POINT (121.38338291928631 23.10296698284003)"
"10014020","成功鎮","民豐街","民富路","10014020 民豐街與民富路交叉口","POINT (121.38418089583172 23.100477717872423)"
"10014020","成功鎮","民豐街30巷","太平路52巷","10014020 民豐街30巷與太平路52巷交叉口","POINT (121.38375057293069 23.104097807467895)"
"10014020","成功鎮","民豐街30巷","民豐街","10014020 民豐街30巷與民豐街交叉口","POINT (121.38312204574584 23.103597371621447)"
"10014020","成功鎮","民生街","中山東路","10014020 民生街與中山東路交叉口","POINT (121.38431053939996 23.102319888252282)"
"10014020","成功鎮","民生街","民生路","10014020 民生街與民生路交叉口","POINT (121.38338291928631 23.10296698284003)"
"10014020","成功鎮","民生街","民豐街","10014020 民生街與民豐街交叉口","POINT (121.38338291928631 23.10296698284003)"
"10014020","成功鎮","芝田道路","芝田路","10014020 芝田道路與芝田路交叉口","POINT (121.38387323506186 23.109347882299005)"
